"REC_REF_KEY","BRAND_NAME","MODEL_NUM_1","MOD_J1_AEC","TYPE_LABEL_EN","TYPE_LABEL_FR","AVG_L_PER_CYCLE","PROD_CLASS_LABEL_EN","PROD_CLASS_LABEL_FR","PAYMENT_MECH_LABEL_EN","PAYMENT_MECH_LABEL_FR","CAPACITY","MAX_WASH_TEMP_AVAIL_LABEL_EN","MAX_WASH_TEMP_AVAIL_LABEL_FR","WATER_LEVELS_CONTROL_LABEL_EN","WATER_LEVELS_CONTROL_LABEL_FR","MOD_J1_EF_LIT","WATER_CON_FACTOR","ANNUAL_WATER_CON_L"
212568,"Staber","HXW2304",180,"Top-loading standard","Ordinaire à chargement par le haut",51.084,"Household","Résidentiel","-","-",56.634,"No","Non","Manual","Manuel",49.554,0.902,20024.928
212569,"Staber","HXW2404",180,"Top-loading standard","Ordinaire à chargement par le haut",51.084,"Household","Résidentiel","-","-",56.634,"No","Non","Manual","Manuel",49.554,0.902,20024.928
212570,"Staber","HXW2504",180,"Top-loading standard","Ordinaire à chargement par le haut",51.084,"Household","Résidentiel","-","-",56.634,"No","Non","Manual","Manuel",49.554,0.902,20024.928
1938009,"GE","WCVH4800****",122,"Front-loading standard","Ordinaire à chargement frontal",36.54,"Household","Résidentiel","-","-",63,"Yes","Oui","Adaptive","Adaptif",65.13,0.58,14323.68
5477847,"LG","WM8000H**",150,"Front-loading standard","Ordinaire à chargement frontal",56.802,"Household","Résidentiel","-","-",146.398,"Yes","Oui","Adaptive","Adaptif",77.588,0.388,22266.384
5477902,"GE","GFWS1500D***",170.9,"Front-loading standard","Ordinaire à chargement frontal",56.61,"Household","Résidentiel","-","-",115.53,"Yes","Oui","Adaptive","Adaptif",75.01,0.49,22191.12
5882632,"LG","WM4070H**",115,"Front-loading standard","Ordinaire à chargement frontal",48.401,"Household","Résidentiel","-","-",120.7,"No","Non","Adaptive","Adaptif",93.446,0.401,18973.192
5920194,"LG","WT1101C*",230,"Top-loading standard","Ordinaire à chargement par le haut",62.495,"Household","Résidentiel","-","-",122.3,"No","Non","Adaptive","Adaptif",73.057,0.511,24498.04
5920195,"LG","WT1201C*",225,"Top-loading standard","Ordinaire à chargement par le haut",64.338,"Household","Résidentiel","-","-",126.9,"No","Non","Adaptive","Adaptif",72.774,0.507,25220.496
6050598,"Ariston","ARWXF129W#",107,"Front-loading standard","Ordinaire à chargement frontal",34.532,"Household","Résidentiel","-","-",51.54,"No","Non","Adaptive","Adaptif",61,0.67,13536.544
6050599,"Ariston","ARWL129#",107,"Front-loading standard","Ordinaire à chargement frontal",34.532,"Household","Résidentiel","-","-",51.54,"No","Non","Adaptive","Adaptif",61,0.67,13536.544
6050600,"Ariston","ARWL129S#",107,"Front-loading standard","Ordinaire à chargement frontal",34.532,"Household","Résidentiel","-","-",51.54,"No","Non","Adaptive","Adaptif",61,0.67,13536.544
6237379,"Kenmore","592-2921*",169,"Top-loading standard","Ordinaire à chargement par le haut",56.4,"Household","Résidentiel","-","-",120,"Yes","Oui","Adaptive","Adaptif",69.44,0.47,22108.8
6237380,"Kenmore","592-2922*",169,"Top-loading standard","Ordinaire à chargement par le haut",59.53,"Household","Résidentiel","-","-",126.66,"Yes","Oui","Adaptive","Adaptif",69.53,0.47,23335.76
6401436,"Whirlpool","CAE2743B#**",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6401437,"Whirlpool","CAE2763B#**",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6401438,"Whirlpool","CAE2793B#**",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","-","-",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6401440,"Kenmore","2712*31+",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6403496,"Huebsch","HWNBD2SP112****",250,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","Coin","À pièce",92.3,"No","Non","Manual","Manuel",49.56,1.12,40523.392
6403497,"Huebsch","HWNBX2SP112****",250,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","Coin","À pièce",92.3,"No","Non","Manual","Manuel",49.56,1.12,40523.392
6403498,"Huebsch","HWNBY2SP112****",250,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","Card","À carte",92.3,"No","Non","Manual","Manuel",49.56,1.12,40523.392
6403499,"Huebsch","HWNMN2SP112****",259,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","None","Aucun",92.3,"No","Non","Manual","Manuel",46.73,1.12,40523.392
6403500,"Huebsch","HWNSX1SP112****",259,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","Coin","À pièce",92.3,"No","Non","Manual","Manuel",46.73,1.12,40523.392
6403501,"Huebsch","HWNSX2SP112****",259,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","Coin","À pièce",92.3,"No","Non","Manual","Manuel",46.73,1.12,40523.392
6403518,"IPSO","BWNMN2PP112****",259,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","None","Aucun",92.3,"No","Non","Manual","Manuel",46.73,1.12,40523.392
6403519,"IPSO","BWNSX2PP112****",259,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","Coin","À pièce",92.3,"No","Non","Manual","Manuel",46.73,1.12,40523.392
6403521,"Unimac","UWNMN2SP112****",259,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","None","Aucun",92.3,"No","Non","Manual","Manuel",46.73,1.12,40523.392
6404082,"LG","WM3650H**",115,"Front-loading standard","Ordinaire à chargement frontal",48.401,"Household","Résidentiel","-","-",120.7,"No","Non","Adaptive","Adaptif",93.446,0.401,18973.192
6449710,"Maytag","MVW18MNA#**",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","-","-",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6449711,"Maytag","MVW18CSA#**",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6449712,"Whirlpool","CAE2733B#**",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6449713,"Speed Queen","QCAE2733B#**",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6506859,"Moffat","MTAP1100F",257,"Top-loading standard","Ordinaire à chargement par le haut",113.588,"Household","Résidentiel","-","-",100.52,"No","Non","Manual","Manuel",53.33,1.13,44526.496
6710775,"Maytag","MVW18PDA#**",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6710776,"Maytag","MVW18PDAX#*",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
6710777,"Maytag","MVW18PRA#**",150,"Top-loading standard","Ordinaire à chargement par le haut",75.222,"Commercial","Commerciale","Card","À carte",82.12,"No","Non","Adaptive","Adaptif",52.381,0.916,29487.024
7737915,"LG","WT5680H*A",185,"Top-loading standard","Ordinaire à chargement par le haut",70.349,"Household","Résidentiel","-","-",142.12,"Yes","Oui","Adaptive","Adaptif",67.394,0.495,27576.808
7917336,"LG","WM3250H*A",130,"Front-loading standard","Ordinaire à chargement frontal",44.984,"Household","Résidentiel","-","-",112.18,"No","Non","Adaptive","Adaptif",90.614,0.401,17633.728
7917337,"LG","WM3050C*",130,"Front-loading standard","Ordinaire à chargement frontal",49.379,"Household","Résidentiel","-","-",111.97,"No","Non","Adaptive","Adaptif",75.606,0.441,19356.568
8176266,"Danby","DWM17WDB",157,"Top-loading compact","Compacte à chargement par le haut",62.52,"Household","Résidentiel","-","-",41.68,"No","Non","Manual","Manuel",40,1.5,24507.84
8274571,"LG","WT1701C*",155,"Top-loading standard","Ordinaire à chargement par le haut",64.275,"Household","Résidentiel","-","-",137.34,"No","Non","Adaptive","Adaptif",78.154,0.468,25195.8
8333681,"LG","WM8500H**",150,"Front-loading standard","Ordinaire à chargement frontal",56.802,"Household","Résidentiel","-","-",146.398,"Yes","Oui","Adaptive","Adaptif",77.588,0.388,22266.384
8770920,"Huebsch","HWNBE2SP112****",250,"Top-loading standard","Ordinaire à chargement par le haut",103.376,"Commercial","Commerciale","Coin","À pièce",92.3,"No","Non","Manual","Manuel",49.56,1.12,40523.392
8917812,"LG","GCWP1069***",145,"Front-loading standard","Ordinaire à chargement frontal",50.881,"Commercial","Commerciale","-","-",102.79,"No","Non","Adaptive","Adaptif",73.624,0.495,19945.352
8917814,"LG","TCW2013***",195,"Front-loading standard","Ordinaire à chargement frontal",78.779,"Commercial","Commerciale","-","-",147.25,"No","Non","Adaptive","Adaptif",67.96,0.535,30881.368
8918391,"Samsung","WA45H72**A*",169,"Top-loading standard","Ordinaire à chargement par le haut",59.53,"Household","Résidentiel","-","-",126.66,"Yes","Oui","Adaptive","Adaptif",69.44,0.47,23335.76
8918392,"Samsung","WA45H70**A*",169,"Top-loading standard","Ordinaire à chargement par le haut",59.53,"Household","Résidentiel","-","-",126.66,"Yes","Oui","Adaptive","Adaptif",69.44,0.47,23335.76
8918394,"Samsung","WF42H55**A*",95,"Front-loading standard","Ordinaire à chargement frontal",45.942,"Household","Résidentiel","-","-",117.8,"Yes","Oui","Adaptive","Adaptif",90.68,0.39,18009.264
8918395,"Samsung","WF42H52**A*",95,"Front-loading standard","Ordinaire à chargement frontal",45.942,"Household","Résidentiel","-","-",117.8,"Yes","Oui","Adaptive","Adaptif",90.68,0.39,18009.264
8918396,"Samsung","WF42H51**A*",95,"Front-loading standard","Ordinaire à chargement frontal",45.942,"Household","Résidentiel","-","-",117.8,"Yes","Oui","Adaptive","Adaptif",90.68,0.39,18009.264
8918397,"Samsung","WF42H50**A*",95,"Front-loading standard","Ordinaire à chargement frontal",45.942,"Household","Résidentiel","-","-",117.8,"Yes","Oui","Adaptive","Adaptif",90.68,0.39,18009.264
8918398,"Samsung","WF42H57**A*",93,"Front-loading standard","Ordinaire à chargement frontal",45.942,"Household","Résidentiel","-","-",117.8,"Yes","Oui","Adaptive","Adaptif",90.72,0.39,18009.264
8918399,"Samsung","WF42H56**A*",93,"Front-loading standard","Ordinaire à chargement frontal",45.942,"Household","Résidentiel","-","-",117.8,"Yes","Oui","Adaptive","Adaptif",90.72,0.39,18009.264
8918401,"Samsung","WF45H61**A*",100,"Front-loading standard","Ordinaire à chargement frontal",49.335,"Household","Résidentiel","-","-",126.5,"Yes","Oui","Adaptive","Adaptif",90.64,0.39,19339.32
8918402,"Samsung","WF45H63**A*",90,"Front-loading standard","Ordinaire à chargement frontal",45.54,"Household","Résidentiel","-","-",126.5,"Yes","Oui","Adaptive","Adaptif",96.96,0.36,17851.68
8952674,"Samsung","WA56H90**A*",165,"Top-loading standard","Ordinaire à chargement par le haut",78.351,"Household","Résidentiel","-","-",159.9,"Yes","Oui","Adaptive","Adaptif",81.66,0.49,30713.592
8952828,"Maytag","MLE20PDAY*+",145,"Front-loading standard","Ordinaire à chargement frontal",43.325,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",70.51,0.5,16983.4
8952830,"Maytag","MLG20PDAW*+",145,"Front-loading standard","Ordinaire à chargement frontal",43.325,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",70.51,0.5,16983.4
8952832,"Maytag","MLE20PDAZ*+",145,"Front-loading standard","Ordinaire à chargement frontal",43.325,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",70.51,0.5,16983.4
8954036,"LG","WM3570H*A",127,"Front-loading standard","Ordinaire à chargement frontal",51.874,"Household","Résidentiel","-","-",121.2,"Yes","Oui","Adaptive","Adaptif",78.154,0.428,20334.608
8974662,"Kenmore","592-4942*",94,"Front-loading standard","Ordinaire à chargement frontal",44.361,"Household","Résidentiel","-","-",100.82,"Yes","Oui","Adaptive","Adaptif",88.91,0.44,17389.512
8974663,"Kenmore","592-4941*",94,"Front-loading standard","Ordinaire à chargement frontal",44.361,"Household","Résidentiel","-","-",100.82,"Yes","Oui","Adaptive","Adaptif",88.91,0.44,17389.512
8974664,"Kenmore","592-4945*",93,"Front-loading standard","Ordinaire à chargement frontal",44.88,"Household","Résidentiel","-","-",112.2,"Yes","Oui","Adaptive","Adaptif",90.55,0.4,17592.96
8974665,"Kenmore","592-4944*",93,"Front-loading standard","Ordinaire à chargement frontal",44.88,"Household","Résidentiel","-","-",112.2,"Yes","Oui","Adaptive","Adaptif",90.55,0.4,17592.96
8974666,"Samsung","WF56H91**A*",100,"Front-loading standard","Ordinaire à chargement frontal",51.909,"Household","Résidentiel","-","-",157.3,"Yes","Oui","Adaptive","Adaptif",100.62,0.33,20348.328
8974924,"LG","WM1377H*",101,"Front-loading standard","Ordinaire à chargement frontal",39.19,"Household","Résidentiel","-","-",65.1,"No","Non","Adaptive","Adaptif",67.96,0.602,15362.48
8974945,"Whirlpool","WFW72HED*+",145,"Front-loading standard","Ordinaire à chargement frontal",47.35,"Household","Résidentiel","-","-",118.08,"No","Non","Adaptive","Adaptif",90.617,0.401,18561.2
9004996,"LG","WT5270C*",150,"Top-loading standard","Ordinaire à chargement par le haut",64.275,"Household","Résidentiel","-","-",137.34,"No","Non","Adaptive","Adaptif",78.154,0.468,25195.8
9032590,"Maytag","MXS20PNA*+",196,"Front-loading standard","Ordinaire à chargement frontal",55.154,"Commercial","Commerciale","Card","À carte",75.04,"No","Non","Adaptive","Adaptif",56.635,0.735,21620.368
9032591,"Maytag","MXS20PDA*+",114,"Front-loading standard","Ordinaire à chargement frontal",45.174,"Commercial","Commerciale","Coin","À pièce",75.04,"No","Non","Adaptive","Adaptif",62.299,0.602,17708.208
9032592,"Maytag","MXS25PDA*+",175,"Front-loading standard","Ordinaire à chargement frontal",63.24,"Commercial","Commerciale","Coin","À pièce",105.05,"No","Non","Adaptive","Adaptif",62.299,0.602,24790.08
9032593,"Maytag","MXS30PDA*+",210,"Front-loading standard","Ordinaire à chargement frontal",81.312,"Commercial","Commerciale","Coin","À pièce",135.07,"No","Non","Adaptive","Adaptif",62.299,0.602,31874.304
9032594,"Maytag","MHN30PDCW*+",120,"Front-loading standard","Ordinaire à chargement frontal",45.318,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",70.794,0.523,17764.656
9032595,"Maytag","MHN30PDCX*+",120,"Front-loading standard","Ordinaire à chargement frontal",45.318,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",70.794,0.523,17764.656
9032596,"Maytag","MHN30PRCW*+",120,"Front-loading standard","Ordinaire à chargement frontal",45.318,"Commercial","Commerciale","Card","À carte",86.65,"No","Non","Adaptive","Adaptif",70.794,0.523,17764.656
9032597,"Maytag","MLE20PDCW*+",120,"Front-loading standard","Ordinaire à chargement frontal",45.318,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",70.794,0.523,17764.656
9032598,"Maytag","MLE20PDCZ*+",120,"Front-loading standard","Ordinaire à chargement frontal",45.318,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",70.794,0.523,17764.656
9032599,"Maytag","MLE20PRCY*+",120,"Front-loading standard","Ordinaire à chargement frontal",45.318,"Commercial","Commerciale","Card","À carte",86.65,"No","Non","Adaptive","Adaptif",70.794,0.523,17764.656
9032600,"Maytag","MLE20PRCZ*+",120,"Front-loading standard","Ordinaire à chargement frontal",45.318,"Commercial","Commerciale","Card","À carte",86.65,"No","Non","Adaptive","Adaptif",70.794,0.523,17764.656
9032601,"Maytag","MLG20PDCW*+",120,"Front-loading standard","Ordinaire à chargement frontal",45.318,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",70.794,0.523,17764.656
9032602,"Maytag","MLG20PRCW*+",120,"Front-loading standard","Ordinaire à chargement frontal",45.318,"Commercial","Commerciale","Card","À carte",86.65,"No","Non","Adaptive","Adaptif",70.794,0.523,17764.656
9054873,"Kenmore","592-2933*",165,"Top-loading standard","Ordinaire à chargement par le haut",68.796,"Household","Résidentiel","-","-",140.4,"Yes","Oui","Adaptive","Adaptif",76.59,0.49,26968.032
9455049,"Whirlpool","CHW8990C*+",139,"Front-loading standard","Ordinaire à chargement frontal",46.704,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",66.83,0.539,18307.968
9455050,"Whirlpool","CET8000C*+",139,"Front-loading standard","Ordinaire à chargement frontal",46.704,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",66.83,0.539,18307.968
9455051,"Whirlpool","CGT8000C*+",139,"Front-loading standard","Ordinaire à chargement frontal",46.704,"Commercial","Commerciale","Coin","À pièce",86.65,"No","Non","Adaptive","Adaptif",66.83,0.539,18307.968
9572099,"Kenmore","592-4946*",90,"Front-loading standard","Ordinaire à chargement frontal",47.385,"Household","Résidentiel","-","-",121.5,"Yes","Oui","Adaptive","Adaptif",93.96,0.39,18574.92
9572100,"Kenmore","592-4947*",90,"Front-loading standard","Ordinaire à chargement frontal",47.385,"Household","Résidentiel","-","-",121.5,"Yes","Oui","Adaptive","Adaptif",93.96,0.39,18574.92
9572101,"Kenmore","592-4948*",90,"Front-loading standard","Ordinaire à chargement frontal",47.385,"Household","Résidentiel","-","-",121.5,"Yes","Oui","Adaptive","Adaptif",93.96,0.39,18574.92
9572102,"Kenmore","592-4949*",90,"Front-loading standard","Ordinaire à chargement frontal",45.54,"Household","Résidentiel","-","-",126.5,"Yes","Oui","Adaptive","Adaptif",96.96,0.36,17851.68
9737270,"Maytag","MVW18CSBW*+",118,"Top-loading standard","Ordinaire à chargement par le haut",56.581,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",56.635,0.689,22179.752
9737271,"Maytag","MVW18MNBW*+",118,"Top-loading standard","Ordinaire à chargement par le haut",56.581,"Commercial","Commerciale","-","-",82.12,"No","Non","Adaptive","Adaptif",56.635,0.689,22179.752
9737272,"Maytag","MVW18PDBW*+",118,"Top-loading standard","Ordinaire à chargement par le haut",56.581,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",56.635,0.689,22179.752
9737273,"Maytag","MVW18PDBX*+",118,"Top-loading standard","Ordinaire à chargement par le haut",56.581,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",56.635,0.689,22179.752
9737275,"Whirlpool","CAE2763C*+",117,"Top-loading standard","Ordinaire à chargement par le haut",65.86,"Commercial","Commerciale","Coin","À pièce",82.12,"No","Non","Adaptive","Adaptif",56.635,0.802,25817.12
9737314,"LG","WT1801H*A",181,"Top-loading standard","Ordinaire à chargement par le haut",67.983,"Household","Résidentiel","-","-",137.34,"Yes","Oui","Adaptive","Adaptif",67.394,0.495,26649.336
9737315,"LG","WT5480C*",157,"Top-loading standard","Ordinaire à chargement par le haut",66.526,"Household","Résidentiel","-","-",142.15,"No","Non","Adaptive","Adaptif",78.154,0.468,26078.192
9737316,"LG","WM4270H*A",135,"Front-loading standard","Ordinaire à chargement frontal",54.399,"Household","Résidentiel","-","-",127.1,"Yes","Oui","Adaptive","Adaptif",82.685,0.428,21324.408
9824306,"Kenmore","3146####",185,"Top-loading standard","Ordinaire à chargement par le haut",70.364,"Household","Résidentiel","-","-",142.15,"Yes","Oui","Adaptive","Adaptif",67.394,0.495,27582.688
9824308,"Kenmore","3142####",155,"Top-loading standard","Ordinaire à chargement par le haut",64.275,"Household","Résidentiel","-","-",137.34,"No","Non","Adaptive","Adaptif",78.154,0.468,25195.8
9874101,"LG","WM3370H*A",120,"Front-loading standard","Ordinaire à chargement frontal",51.874,"Household","Résidentiel","-","-",121.2,"Yes","Oui","Adaptive","Adaptif",78.154,0.428,20334.608
9874102,"LG","WM3170C*",120,"Front-loading standard","Ordinaire à chargement frontal",47.061,"Household","Résidentiel","-","-",121.29,"No","Non","Adaptive","Adaptif",80.703,0.388,18447.912
